id,Image_Name,Nitidez,Consistencia,Calidad,Originalidad,Congruencia,Repetibilidad
1,runway101_2510.jpg,4,5,4,5,5,4
2,runway102_2510.jpg,5,5,5,4,5,5
3,runway103_2510.jpg,4,4,4,3,4,4
4,runway104_2510.jpg,5,4,5,4,5,5
5,runway105_2510.jpg,4,5,4,4,5,4
6,runway201_2510.jpg,3,4,3,3,4,3
7,runway202_2510.jpg,5,5,5,5,5,5
8,runway203_2510.jpg,4,5,4,4,5,4
9,runway204_2510.jpg,3,4,3,3,4,3
10,runway205_2510.jpg,5,5,5,4,5,5
