id,Image_Name,Nitidez,Consistencia,Calidad,Originalidad,Congruencia,Repetibilidad
1,ddg101_2510.png,4,3,4,3,4,5
2,ddg102_2510.jpg,4,5,3,3,4,4
3,ddg103_2510.jpg,4,5,3,4,3,5
4,ddg104_2510.jpg,3,5,5,3,3,4
5,ddg105_2510.jpg,3,5,4,3,4,5
6,ddg201_2510.png,4,4,4,3,3,4
7,ddg202_2510.jpg,5,5,4,5,5,4
8,ddg203_2510.jpg,3,5,3,3,5,3
9,ddg204_2510.jpg,3,5,4,4,3,4
10,ddg205_2510.jpg,4,4,4,3,3,3
