id,Image_Name,Nitidez,Consistencia,Calidad,Originalidad,Congruencia,Repetibilidad
1,stable204_2510.jpg,5,5,5,4,5,5
2,stable205_2510.jpg,4,5,5,4,4,4
3,stable101_2510.jpg,5,4,5,5,5,4
4,stable102_2510.jpg,5,5,5,5,5,5
5,stable103_2510.jpg,4,5,4,4,4,4
6,stable104_2510.jpg,5,5,5,5,5,5
7,stable105_2510.jpg,4,4,4,5,4,4
8,stable201_2510.jpg,5,5,5,4,5,5
9,stable202_2510.jpg,4,4,4,5,4,4
10,stable203_2510.jpg,5,5,5,5,5,5
